index,recipe_id,recipe_name,user_id,rating,Query 1,Query 2,Query 3,Query 4,ingredients,cooking_directions
9,241422,Easy Zucchini Fritters,12145410,5,0,0,0,0, zucchini grated salt purpose flour grated parmesan cheese large egg garlic kosher salt ground black pepper taste olive oil,"{'directions': u'Prep\n20 m\nCook\n5 m\nReady In\n35 m\nToss zucchini and salt together in a large colander and place in sink to drain for 10 minutes.\nPut zucchini in the middle of a piece of cheesecloth; wrap cheesecloth around zucchini and squeeze to drain as much moisture from zucchini as possible.\nMix flour, Parmesan cheese, egg, garlic, kosher salt, and pepper together in a large bowl. Stir in zucchini.\nHeat olive oil in a large skillet over medium-high heat.\nScoop batter by the tablespoon into the hot skillet and fry until golden brown, about 2 minutes per side.'}"
10,237827,Chef John's Salmon Cakes,12145410,5,0,0,0,0, red salmon eggs lemon juiced chopped capers salt ground black pepper cayenne pepper saltine crackers bread crumbs butter olive oil,"{'directions': u'Prep\n15 m\nCook\n10 m\nReady In\n55 m\nStir salmon, eggs, lemon juice, capers, salt, black pepper, and cayenne pepper together in a bowl until well-combined.\nCrush saltine crackers with your hands into the salmon mixture and mix well. Wrap the bowl with plastic wrap and refrigerate, 30 minutes to overnight.\nDust a plate with half the bread crumbs. Divide salmon mixture into 4 portions and shape into patties; place onto prepared plate and sprinkle remaining bread crumbs atop the salmon patties.\nMelt butter and oil in a large skillet over medium heat. Cook patties in hot oil until cooked and heated through, about 5 minutes per side.'}"
11,21577,Sauced Fish,12145410,5,0,0,0,0, butter mayonnaise sour cream fresh lemon juice cod fillets,"{'directions': u'Prep\n10 m\nCook\n30 m\nReady In\n40 m\nPreheat oven to 350 degrees F (175 degrees C).\nIn a mixing bowl, combine butter, mayonnaise, sour cream and lemon juice.\nPlace cod fillets in a 8x8 inch baking dish. Pour mayonnaise mixture over fish.\nBake in a preheated oven for 30 minutes or until fish flakes easily with a fork.'}"
12,57264,Simply the Easiest Beef Brisket,12145410,4,1,0,0,0, beef brisket medium onion salt pepper taste fluid ounce beer bottle tomato based chili sauce packed brown sugar,"{'directions': u'Prep\n10 m\nCook\n4 h\nReady In\n4 h 10 m\nPreheat the oven to 325 degrees F (165 degrees C).\nSeason the brisket on all sides with salt and pepper, and place in a glass baking dish. Cover with a layer of sliced onions. In a medium bowl, mix together the beer, chili sauce, and brown sugar. Pour over the roast. Cover the dish tightly with aluminum foil.\nBake for 3 hours in the preheated oven. Remove the aluminum foil, and bake for an additional 30 minutes. Let the brisket rest and cool slightly before slicing and returning to the dish. Reheat in the oven with the sauce spooned over the sliced meat.'}"
13,17219,Best Tuna Casserole,12145410,4,0,0,0,0, egg noodles chopped onion shredded cheddar cheese frozen green peas tuna condensed cream mushroom soup sliced mushrooms crushed potato chips,"{'directions': u'Prep\n15 m\nCook\n20 m\nReady In\n35 m\nBring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain.\nPreheat oven to 425 degrees F (220 degrees C).\nIn a large bowl, thoroughly mix noodles, onion, 1 cup cheese, peas, tuna, soup and mushrooms. Transfer to a 9x13 inch baking dish, and top with potato chip crumbs and remaining 1 cup cheese.\nBake for 15 to 20 minutes in the preheated oven, or until cheese is bubbly.'}"
14,35158,Concord Grape Jelly,12145410,4,0,0,0,0, concord grapes water white sugar fluid ounce container liquid pectin,"{'directions': u'Prep\n30 m\nCook\n30 m\nReady In\n1 d 1 h\nSort and wash grapes, and remove stems. Place them into a large kettle and crush them. Add water, cover, and bring to a boil over high heat. Reduce heat to low, and simmer for 10 minutes. Remove from heat, and extract juice. Allow the juice to stand in a cool place overnight to prevent the formation of crystals in the jelly.\nStrain the juice through a double thickness of damp cheesecloth. Measure 4 cups of the juice into a large pot. Stir in the sugar. Quickly bring to a full rolling boil. Stir in pectin, and allow to boil hard for 1 minute. Remove from heat, and skim off foam. Pour into hot sterile jars, and process for 5 minutes in a boiling water bath.'}"
15,240488,"Pork Loin, Apples, and Sauerkraut",12145410,2,0,0,0,0, sauerkraut drained granny smith apples sliced large onion caraway seeds apple cider divided brown sugar rub thai seasoning salt garlic powder ground black pepper boneless pork loin roast,"{'directions': u'Prep\n15 m\nCook\n2 h 30 m\nReady In\n2 h 45 m\nPreheat oven to 325 degrees F (165 degrees C).\nMix sauerkraut, apples, onion, and caraway seeds in a large roasting pan. Stir 1/4 cup apple cider and brown sugar together in a separate bowl; pour over sauerkraut mixture.\nStir Thai seasoning, salt, garlic powder, and black pepper together in a small bowl; rub onto the top and bottom of the roast.\nMake an indentation in the center of the sauerkraut mixture and place the seasoned roast in the indentation. Pour the remaining apple cider around the roast.\nBake in the preheated oven for 1 hour; baste roast with juices. Continue baking roast, basting every 30 minutes, until cooked through, 2 1/2 to 3 hours. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).'}"
16,229770,Saucy Slow Cooker Pork Chops,12145410,2,0,0,0,0, olive oil boneless pork chops onion green bell peppers tomato sauce brown sugar apple cider vinegar worcestershire sauce salt cornstarch optional,"{'directions': u'Prep\n15 m\nCook\n6 h 10 m\nReady In\n6 h 25 m\nHeat olive oil in a large skillet over medium heat; cook pork chops in the hot oil until browned, about 5 minutes per side. Transfer browned pork chops to a slow cooker; top pork chops with onion and green peppers.\nWhisk tomato sauce, brown sugar, vinegar, Worcestershire sauce, and salt together in a bowl. Pour sauce into slow cooker, gently stirring to coat meat and vegetables.\nCook pork chops on Low until tender, 6 to 8 hours.\nTransfer pork chops to a serving platter; tent with aluminum foil to keep warm. Whisk cornstarch into sauce until thickened; spoon sauce and vegetables over pork chops.'}"
17,8964,chicken la charlie,,3,0,1,0,0,skinless boneless chicken breast halves garlic powder salt pepper taste poultry seasoning sour cream condensed cream chicken soup condensed cream mushroom soup white wine onion fresh sliced mushrooms,"{'directions': u'Preheat oven to 350 degrees F (175 degrees C).\nPlace chicken pieces in a 9x13 inch baking dish. Season chicken with garlic powder, salt, pepper and poultry seasoning.\nIn a large bowl combine the sour cream, cream of chicken soup and cream of mushroom soup. Mix well with a wire whisk. Add the wine and mix together. Pour this cream mixture over the chicken and bake in the preheated oven for 40 minutes.\nAdd the onion and mushrooms and stir into the chicken/sauce mixture. Bake for another 30 minutes. Let cool 10 minutes and serve.'}"
18,240709,top ramen,,3,0,0,0,0,water instant ramen noodles exclude seasoning packet garlic powder onion powder ground ginger salt ground black pepper taste,"{'directions': u'Prep\n5 m\nCook\n5 m\nReady In\n10 m\nBring 2 cups water to a boil in a saucepan. Cook noodles in boiling water until tender, about 3 minutes. Stir garlic powder, onion powder, and ginger into the noodles and water; season with salt and black pepper.'}"
19,234903,reuben casserole egg noodles,,3,0,0,0,0,egg noodles thousand island salad dressing mayonnaise thickly sliced deli style corned beef sauerkraut shredded swiss cheese shredded cheddar cheese,"{'directions': u'Prep\n15 m\nCook\n50 m\nReady In\n1 h 5 m\nPreheat oven to 325 degrees F (165 degrees C).\nBring a large pot of lightly salted water to a boil. Cook egg noodles in the boiling water, stirring occasionally, until cooked through but firm to the bite, about 5 minutes; drain, reserving a few tablespoons of the water. Transfer noodles and reserved water to a large bowl.\nMix salad dressing and mayonnaise into the noodles about a tablespoon each at a time, stirring to coat the noodles, until the mixture has a creamy texture to your liking. Add corned beef, sauerkraut, Swiss cheese, and Cheddar cheese to the noodles; stir. Pour the mixture into a 13x9-inch baking dish.\nBake in preheated oven until the cheese melts completely and the casserole is hot in the center, 45 minutes to 1 hour.'}"
20,242412,spicy chicken noodle soup,,3,0,0,1,0,skinless boneless chicken breast halves garlic vegetable broth carrots frozen corn dried thin rice noodles red bell pepper dried basil chili pepper flakes,"{'directions': u'Prep\n10 m\nCook\n10 m\nReady In\n20 m\nCook and stir chicken in a large pot over medium heat until lightly browned, about 5 minutes; stir in garlic and cook until fragrant, about 1 minute.\nStir vegetable broth, carrots, and corn into chicken mixture; bring to a boil. Stir rice noodles, red pepper, basil, and chili flakes into chicken mixture; reduce heat and simmer until noodles are tender, about 5 minutes.'}"
21,8758,white cheese chicken lasagna,,3,0,0,1,0,lasagna noodles butter onion garlic purpose flour salt chicken broth milk shredded mozzarella cheese grated parmesan cheese dried basil dried oregano ground black pepper ricotta cheese cubed cooked chicken meat frozen chopped spinach thawed drained chopped fresh parsley grated parmesan cheese topping,"{'directions': u'Prep\n25 m\nCook\n50 m\nReady In\n1 h 15 m\nPreheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water for 8 to 10 minutes. Drain, and rinse with cold water.\nMelt the butter in a large saucepan over medium heat. Cook the onion and garlic in the butter until tender, stirring frequently. Stir in the flour and salt, and simmer until bubbly. Mix in the broth and milk, and boil, stirring constantly, for 1 minute. Stir in 2 cups mozzarella cheese and 1/4 cup Parmesan cheese. Season with the basil, oregano, and ground black pepper. Remove from heat, and set aside.\nSpread 1/3 of the sauce mixture in the bottom of a 9x13 inch baking dish. Layer with 1/3 of the noodles, the ricotta, and the chicken. Arrange 1/3 of the noodles over the chicken, and layer with 1/3 of the sauce mixture, spinach, and the remaining 2 cups mozzarella cheese and 1/2 cup Parmesan cheese. Arrange remaining noodles over cheese, and spread remaining sauce evenly over noodles. Sprinkle with parsley and 1/4 cup Parmesan cheese.\nBake 35 to 40 minutes in the preheated oven.'}"
22,18330,spiced potatoes,,3,0,0,0,0,sliced potatoes butter garlic salt italian seasoning paprika,"{'directions': u'Prep\n5 m\nCook\n15 m\nReady In\n20 m\nMelt butter in a large skillet at a medium heat. Stir in the potatoes, garlic salt, Italian seasoning and paprika. Stir the potatoes around occasionally. The potatoes should cook for about 12 minutes or until potatoes are a red-brown color.'}"
23,68618,better help hamburger,,3,0,0,0,0,ground beef medium potatoes red bell pepper large red onion olive oil shredded cheddar cheese fresh jalapeno pepper,"{'directions': u'Prep\n10 m\nCook\n20 m\nReady In\n30 m\nPlace ground beef in a skillet over medium-high heat. Cook and crumble until evenly browned. Drain grease, and set aside.\nMeanwhile place potatoes in a saucepan with enough water to cover. bring to a boil, and cook for about 10 minutes, until just tender. Drain potatoes, and remove from the pan.\nHeat oil over medium heat using the pan that the potatoes were cooked in. Add the bell pepper and onion. Cook and stir for about 5 minutes, until tender. Mix in the ground beef and potatoes, cooking until heated through, about 5 minutes. Stir in cheese, and remove from heat. Serve immediately.'}"
27,240900,Mike's Maple Chicken,,3,0,0,0,0,,"{'directions': u'Prep\n15 m\nCook\n15 m\nReady In\n30 m\nHeat a skillet over medium heat and coat the inside with olive oil. Add chicken and garlic; cook and stir until chicken begins to brown, about 5 minutes. Drizzle mustard and maple syrup over chicken mixture and stir to evenly coat chicken. Cook and stir chicken mixture over medium-low heat until chicken is no longer pink in the center and the sauce is thickened, 10 to 15 minutes more.'}"
28,234415,Lucky's Quickie Chickie,,3,0,0,0,0,,"{'directions': u'Prep\n10 m\nCook\n10 m\nReady In\n20 m\nHeat olive oil in a nonstick skillet over medium-high heat. Season chicken with salt and pepper. Cook and stir chicken in the hot oil until chicken is no longer pink in the center, about 3 to 5 minutes. Stir basil, honey, and balsamic vinegar into chicken and cook for 1 more minute.'}"
29,241716,Chicken Francesa,,3,0,0,0,0,,"{'directions': u'Prep\n15 m\nCook\n30 m\nReady In\n1 h 15 m\nRemove the tenderloin from each chicken breast half. Fillet each chicken breast half into 2 slices. Pound each piece of chicken, including the tenderloins, to 1/4-inch thickness. Place chicken in a bowl and pour in enough milk to completely cover chicken; soak for 30 minutes.\nMix bread crumbs, Pecorino Romano cheese, and parsley together in a bowl. Remove chicken from milk and dredge through bread crumb mixture until each piece is evenly coated.\nHeat olive oil in a large skillet over medium heat; cook chicken in the hot oil until lightly browned, 2 to 3 minutes per side.\nPreheat oven to 350 degrees F (175 degrees C). Lightly butter a baking dish.\nTransfer chicken to the prepared baking dish, reserving 1 tablespoon olive oil in the skillet. Sprinkle salt and pepper over chicken. Place 1 slice lemon onto each chicken piece.\nPour wine into the skillet with reserved olive oil; bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Add chicken broth and lemon juice and boil until reduced by half, 5 to 10 minutes. Pour wine mixture over chicken and drizzle brandied orange liqueur over each.\nBake in the preheated oven until chicken is no longer pink in the center and sauce is bubbling, 20 to 25 minutes.'}"
30,218621,Easy Creamy Chicken Casserole,,3,0,1,0,0,,"{'directions': u'Prep\n10 m\nCook\n35 m\nReady In\n45 m\nPreheat an oven to 350 degrees F (175 degrees C). Mix the crackers and melted butter together in a bowl; set aside.\nBring water and chicken stock to a boil in a pot over high heat. Season with salt and black pepper. Add the chicken. Reduce heat to a simmer, and cook, stirring occasionally, until chicken is no longer pink in the center, 5 to 7 minutes. Drain the chicken; set aside. Whisk together the sour cream and cream of chicken soup in a large bowl. Stir in the chicken, then transfer the mixture to a 9x13-inch baking dish. Sprinkle the cracker mixture on top.\nBake in the preheated oven until bubbly, 25 to 30 minutes.'}"
31,8797,Lizzy's Creamy Chicken Bake,,3,0,1,0,0,,"{'directions': u'Preheat oven to 350 degrees F (175 degrees C).\nSprinkle the chicken breasts with seasoning salt to taste. In a large skillet, brown the chicken in olive oil, on both sides, until they are golden brown.\nThen place the chicken in a 9x13 inch baking dish. In a medium size bowl, combine the sour cream, chicken soup and dry onion soup mix. Pour the mixture over the chicken and bake in the preheated oven for 25 to 30 minutes. Let cool and serve.'}"
32,244641,Simple and Easy Coq au Vin,,3,0,0,0,0,,"{'directions': u'Prep\n20 m\nCook\n1 h 20 m\nReady In\n1 h 40 m\nHeat olive oil in a large pot over medium-high heat. Mix flour, 1/2 teaspoon salt, 1/2 teaspoon pepper together in a shallow bowl. Pour milk into a separate bowl. Dip chicken in the milk, allowing excess milk to drip back into bowl. Dredge chicken through flour mixture until evenly coated.\nCook 1/2 of the chicken in the hot oil until browned, 2 to 3 minutes per side. Remove chicken from pot and brown remaining chicken. Return all the chicken to the pot.\nMix mushrooms, carrots, and onion into chicken, stirring gently to distribute vegetables among the chicken. Pour wine over chicken and vegetables, stirring with a wooden spoon to scrape up any browned bits from bottom of pot. Add enough chicken broth to nearly cover the chicken and vegetables.\nStir Italian seasoning, rosemary, salt, and pepper into broth mixture; bring to a boil. Cover pot, reduce heat to low, and simmer, stirring occasionally, until chicken is cooked through, about 1 hour. Remove lid and turn heat up to medium-high; boil, stirring occasionally, until sauce is reduced and thickened, about 15 minutes.'}"
33,9008,Swiss Sherry Chicken,,3,0,1,0,0,,"{'directions': u'Prep\n20 m\nCook\n45 m\nReady In\n1 h 5 m\nPreheat oven to 325 degrees F (165 degrees C).\nPlace chicken in a 9x13 inch baking dish and season with salt and pepper to taste. Cover each chicken breast with a slice of cheese.\nIn a medium bowl mix together the soup, sherry and sour cream, and pour mixture over chicken. Soften dill in melted butter; toss croutons in butter, and sprinkle them on top of chicken.\nBake in the preheated oven for 45 minutes, or until chicken is cooked through.'}"
34,24566,Easy Devonshire Cream,,3,0,0,0,0,,"{'directions': u'Prep\n15 m\nReady In\n15 m\nIn a medium bowl, cream together cream cheese, sugar and salt. Beat in cream until stiff peaks form. Chill until serving.'}"
35,8532,Easy Cheesy Chicken I,,3,0,1,0,0,,"{'directions': u'Prep\n15 m\nCook\n8 h\nReady In\n8 h 15 m\nRinse chicken, and pat dry. Sprinkle with salt, pepper and garlic powder. Place in slow cooker.\nIn a medium bowl, mix together cream of chicken soup, cream of mushroom soup and cream of Cheddar cheese soup.\nCook on Low for 6 to 8 hours. Stir in sour cream just before serving.'}"
36,231574,Simple Garlic Dip,,3,0,0,0,0,,"{'directions': u'Prep\n10 m\nReady In\n10 m\nBeat cream cheese, milk, sour cream, mayonnaise, garlic, and ground black pepper together in a bowl with an electric mixer.'}"
37,25075,Lasagna Roll Ups,,3,0,0,0,0,,"{'directions': u'Prep\n30 m\nCook\n30 m\nReady In\n1 h\nBring a large pot of lightly salted water to a boil. Cook lasagna noodles for 5 to 8 minutes, or until just slightly underdone; drain and rinse.\nIn a large mixing bowl, mix together grated cheese, ricotta cheese, tofu, frozen spinach, and 1 cup Parmesan cheese.\nLay out a noodle. Spread a layer of the cheese mixture on the noodle, then add a thin layer of sauce. Roll the noodle up, and place seam side down in a 13x9 pan. Repeat for other noodles. Top with remaining sauce and Parmesan cheese.\nBake in a preheated 350 degree F (175 degree C) oven for 30 min, or until hot and bubbly.'}"
