,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
10,230197,Tender Flank Steak,soy sauce^Worcestershire sauce^chopped garlic^flank steak,"[""'directions': u'Prep"", '5 m', 'Cook', '15 m', 'Ready In', '8 h 20 m', 'Whisk soy sauce, Worcestershire sauce, and garlic together in a bowl; pour into a resealable plastic bag. Add the flank steak, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in refrigerator 8 hours to overnight.', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Remove flank steak from the marinade; shake to remove excess moisture. Discard remaining marinade.', ""Cook steak on the grill until beginning to firm and is hot and slightly pink in the center, about 7 minutes per side. An instant-read thermometer inserted into the center should read 140 degrees F (60 degrees C). Slice against the grain of the meat to serve.'""]",5.0,15.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/264643.jpg
11,11730,Herbed Chicken and Fettuccini,dry fettuccine pasta^olive oil^skinless boneless chicken breast halves^red onion^julienned yellow bell pepper^garlic^chicken broth^sherry^salt and pepper to taste^chive and onion cream cheese,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Cover to keep warm and set aside.', 'Meanwhile, heat oil in a wok or skillet over high heat. Saute chicken and onion 3 minutes. Add yellow pepper, and continue cooking until chicken is no longer pink and vegetables are crisp-tender. Add garlic, chicken broth, sherry, salt and pepper. Cook just until hot. Blend in cream cheese, and heat through. Do not allow to boil.', ""Combine chicken mixture with hot pasta. Serve.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/562716.jpg
12,239298,Waffle Sandwich,links pork sausage links^Cheddar cheese^frozen waffles toasted^Red Delicious apple sliced very thin^cinnamon-sugar,"[""'directions': u'Prep"", '5 m', 'Cook', '5 m', 'Ready In', '10 m', 'Heat a small skillet over medium heat. Cook the sausages in the hot skillet, turning occasionally, until no longer pink in the center, about 5 minutes. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C).', ""Put Cheddar cheese atop 1 toasted waffle. Arrange apple slices over the cheese. Sprinkle cinnamon-sugar over the apple slices. Put sausage links atop the apples and finish sandwich with remaining waffle. Cut sandwich into halves.'""]",5.0,5.0,10.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/4462959.jpg
13,64893,Bacon Wrapped Hamburgers,shredded Cheddar cheese^grated Parmesan cheese^small onion^egg^ketchup^Worcestershire sauce^salt^pepper^ground beef^bacon^hamburger buns,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat a grill for high heat.', 'In a large bowl, mix together the Cheddar cheese, Parmesan cheese, onion, egg, ketchup, Worcestershire sauce, salt and pepper. Crumble in the ground beef, and mix together by hand. Form into 6 patties, and wrap a slice of bacon around each one. Secure bacon with toothpicks.', ""Place patties on the grill, and cook for 5 minutes per side, or until well done. Remove toothpicks before serving on hamburger buns.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/562735.jpg
14,247038,Over Easy SPAM®-ocado Hash,SPAM® with Bacon cut into 1/2-inch cubes^vegetable oil^sweet yellow onion^avocados^large eggs^salt and ground black pepper to taste^lime juiced,"[""'directions': u'Prep"", '5 m', 'Cook', '20 m', 'Ready In', '25 m', 'Cook and stir SPAM(R) with Bacon in a large skillet over medium heat until just browned, about 7 minutes; remove from skillet and set aside.', 'Add just enough oil to the same skillet to coat; cook and stir onion and avocado until browned, about 7 minutes; keep warm.', 'Heat a nonstick skillet over medium heat; crack the eggs into skillet and cook until whites are mostly firm, about 2 minutes. Flip eggs gently and cook until desired doneness is reached, about 2 minutes for over easy eggs; season with salt and pepper.', 'Stir SPAM(R) with Bacon back into skillet with onion mixture; drizzle lime juice over the top.', ""Divide hash onto 4 plates; place an egg on top of each serving.'""]",5.0,20.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/21933.jpg
15,127565,Steak on a Stick,soy sauce^olive oil^water^molasses^mustard powder^ground ginger^garlic powder^onion powder^flank steak cut into thin strips^wooden skewers (8 inch long) soaked in water,"['\'directions\': u""Prep', '10 m', 'Cook', '10 m', 'Ready In', '8 h 20 m', 'In a large resealable bag, combine the soy sauce, olive oil, water, molasses, mustard powder, ginger, garlic powder and onion powder. Seal and shake the bag to mix together. Add steak strips to the bag and seal. Refrigerate for at least 8 hours to marinate.', ""Preheat the oven's broiler. Thread meat onto skewers and place on a broiling rack."", 'Broil the steak for 3 to 4 minutes on each side. Arrange on a platter to serve.""']",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/2389565.jpg
16,64406,Southern Style Deviled Eggs,eggs^deviled ham spread^sweet pickle relish^mayonnaise^salt and pepper to taste^paprika^pimento-stuffed green olives sliced (optional),"[""'directions': u'Prep"", '10 m', 'Cook', '10 m', 'Ready In', '20 m', 'Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, and run under cold water to cool. Peel eggs, and cut into halves lengthwise.', 'Carefully remove the yolks from the eggs, and place them into a medium bowl, scooping out a little bit of the white along with the yolk to make a more generous cup for filling. Mash the egg yolks with deviled ham, relish and enough mayonnaise to make a smooth mixture. Season with salt and pepper to taste.', ""Spoon the mixture into the egg whites, or pipe with a piping bag for a more elegant look. Garnish filling with a sprinkle of paprika, and top some of them with a slice of green olive stuffed with pimento. Chill until serving.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/843167.jpg
17,36763,Jalapeno-Garlic-Onion Cheeseburgers,fresh jalapeno chile pepper^garlic^small onion^lean ground beef^pepperjack cheese^hamburger buns,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat grill for high heat.', 'Mix jalapeno pepper, garlic, onion, and ground beef in a medium bowl. Form into four patties.', ""Brush grill grate with oil. Grill hamburger patties 5 minutes per side, or until well done. Top with pepperjack cheese, and serve on buns.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/2271355.jpg
18,244278,"Bacon, Tomato, and Avocado Flatbread",cooking spray^flour tortillas^grated Cheddar cheese^small tomato^onion^cooked bacon^salt and ground black pepper to taste^avocado^chopped fresh cilantro (optional)^ranch dressing^buffalo ranch dressing,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat oven to 375 degrees F (190 degrees C). Spray a large cast iron skillet with cooking spray.', 'Place prepared skillet over medium heat for 30 seconds. Add 1 flour tortilla and cook until bottom is browned and hardened, about 1 minute. Top tortilla with 1/2 of the Cheddar cheese, 1/2 of the tomato, 1/2 of the onion, and 1/2 of the bacon; season with salt and pepper. Cook until cheese starts to melt, about 1 minute.', 'Transfer skillet to preheated oven and cook until cheese is completely melted, 2 to 3 minutes. Top tortilla with 1/2 of the avocado slices, cilantro, salt, and pepper. Drizzle ranch dressing and buffalo ranch dressing in a zig-zag motion over the top.', ""Repeat with remaining ingredients.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3981047.jpg
19,73662,Rosemary and Peppercorn Chicken,cracked pink peppercorns^cracked green peppercorns^skinless boneless chicken breast halves^heavy cream^butter^garlic^dried rosemary,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Mix together the pink and green peppercorns. Spread over the both sides of the chicken breasts. Pound the chicken with a tenderizing mallet until it is half as thick as it was before.', 'Melt half of the butter in a skillet over medium heat. Fry chicken breasts for about 5 minutes per side, or until nicely browned and no longer pink in the center. Remove chicken to a serving dish, and keep warm.', ""Stir the remaining butter, heavy cream, garlic and rosemary into the skillet, mixing into the juices from the chicken. Simmer, stirring constantly, for 5 minutes. Pour sauce over the chicken, and serve.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3545375.jpg
20,229110,Savory Beef Stir-Fry,beef bouillon cube^boiling water^low-sodium soy sauce^cornstarch^teriyaki sauce^white sugar^beef round steak^olive oil^frozen stir-fry vegetables^sliced water chestnuts undrained,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Dissolve beef bouillon cube in boiling water in a large bowl. Stir soy sauce, cornstarch, teriyaki sauce, and sugar into the water. Lay beef strips into the soy sauce mixture; stir to coat beef entirely.', 'Heat oil in a large skillet over medium-high heat. Cook and stir vegetables in hot oil briefly, about 1 minute. Stir water chestnuts into the vegetable mixture, place a cover over the skillet, and cook at a simmer until the vegetables are hot, about 5 minutes. Remove vegetable mixture with a slotted spoon to a large bowl, reserving juices in the skillet.', ""Pour beef with soy sauce marinade into the hot skillet; cook and stir until browned completely, about 5 minutes. Return vegetable mixture to the skillet; bring to a simmer. Cook and stir until completely hot, about 2 minutes.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/216541.jpg
21,163592,The Best Frikin' Party Dip Ever!,bulk hot pork sausage (such as Jimmy Dean®)^cream cheese^diced tomatoes with green chile peppers (such as RO*TEL®)^chopped fresh chives^chopped onion,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', ""Stir the sausage and onions together in a large skillet over medium-high heat until browned and crumbly, about 8 minutes. Drain the grease off of the sausage in a mesh strainer, then return to the skillet. Stir in the cream cheese and diced tomatoes until the cheese has melted and the mixture begins to bubble. Stir in chives before serving.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/203242.jpg
22,217980,Tropical Grilled Chicken Breast,orange juice^lime juiced^honey^crushed red pepper flakes^skinless boneless chicken breast halves^chopped fresh cilantro,"[""'directions': u'Prep"", '5 m', 'Cook', '12 m', 'Ready In', '47 m', 'Whisk together the orange juice, lime juice, honey, and red pepper flakes in a bowl, and pour into a resealable plastic bag. Add the chicken, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator for 30 minutes.', 'Preheat an outdoor grill for medium-high heat, and lightly oil the grate.', ""Remove the chicken from the marinade, and shake off excess. Discard the remaining marinade. Place the chicken on the grill and cook the chicken breasts until no longer pink in the center and the juices run clear, about 6 to 8 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Top with cilantro and serve.'""]",5.0,12.0,17.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1931011.jpg
23,17276,Tasty Cabbage Salad,vegetable oil^distilled white vinegar^salt^ground black pepper^monosodium glutamate (MSG)^white sugar^shredded coleslaw mix^chicken chunks^ramen noodles crushed,"[""'directions': u'Prep"", '10 m', 'Ready In', '10 m', 'In a medium bowl, whisk together the oil, vinegar, salt, pepper, monosodium glutamate and sugar.', ""In a large bowl, combine the coleslaw, chicken and noodles. Add dressing, and mix together well. Refrigerate until chilled and serve.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1914103.jpg
24,36193,Pork in Olive Oil Marinade,olive oil^pork tenderloin^garlic^sprigs fresh cilantro chopped^olive oil^red wine vinegar^port wine^salt^black pepper^cayenne pepper,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Heat 2 tablespoons olive oil in a large heavy skillet over high heat. Saute pork until evenly browned, and fully cooked. Transfer to a bowl, and sprinkle with cilantro and garlic; keep warm.', ""In a small bowl, combine 3 tablespoons olive oil, vinegar and port. Season with salt, black pepper, and cayenne. Whisk until consistency is creamy. Stir into cooked pork, and serve immediately.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/470680.jpg
25,257276,Zesty Cold Chicken Pasta Salad,rotini pasta^fat-free mayonnaise^lemon pepper seasoning^dried mustard^cherry tomatoes halved^peas drained^chicken packed in water^paprika,"[""'directions': u'Prep"", '10 m', 'Cook', '13 m', 'Ready In', '23 m', 'Bring a large pot of lightly salted water to a boil; cook rotini at a boil until tender yet firm to the bite, about 8 minutes. Drain and rinse with cold water.', ""Mix mayonnaise, lemon pepper seasoning, and dried mustard together in a large bowl. Mix in cherry tomatoes, peas, and chicken. Fold in rotini. Sprinkle paprika over salad before serving.'""]",10.0,13.0,23.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/868083.jpg
26,219692,Kids' Chicken Spice,chicken bouillon granules^garlic powder^onion powder^paprika,"[""'directions': u'Prep"", '5 m', 'Ready In', '5 m', ""Mix the chicken bouillon granules, garlic powder, onion powder, and paprika in a bowl until well blended. Store the seasoning blend in an airtight container.'""]",5.0,5.0,10.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/867610.jpg
27,238051,Quick Chili,ground beef^chili beans^tomato sauce^diced tomatoes^chili seasoning (such as Brooks®)^chili powder,"[""'directions': u'Prep"", '10 m', 'Cook', '10 m', 'Ready In', '20 m', 'Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease.', ""Stir chili beans, tomato sauce, diced tomatoes, chili seasoning, and chili powder into the beef; bring to a boil.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/879.jpg
28,52222,Fillet Pancakes,skinless boneless chicken breast meat^medium onion^mayonnaise^egg^all-purpose flour^salt and pepper to taste^vegetable oil,"[""'directions': u'Prep"", '6 m', 'Cook', '15 m', 'Ready In', '21 m', 'In a large bowl, combine chicken, onion, mayonnaise, egg, flour, salt, and pepper. Mix well.', ""Heat oil in a skillet over medium heat. Scoop chicken mixture onto the griddle, using approximately 1/4 cup for each cake. Brown on both sides, and serve hot.'""]",6.0,15.0,21.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/922779.jpg
29,17750,Northern Stuffed Burgers,ground beef^garlic powder to taste^ground black pepper to taste^celery seed,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat an outdoor grill for high heat and lightly oil grate.', 'In a large bowl, combine the ground beef with the garlic powder, ground black pepper and celery seed to taste. Mix well and form into 8 flat patties.', 'Spread 4 of the patties with your favorite condiments, then place the 4 remaining patties over these and seal the edges.', ""Grill over high heat for 5 minutes per side, or to desired doneness. Use either two spatulas to turn, or you could use a fish basket.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/417112.jpg
30,16976,Sour Cream Cheese Casserole,skinless boneless chicken breast halves^condensed cream of mushroom soup^condensed cream of chicken soup^cream cheese^sour cream^crushed buttery round crackers,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'In a large saucepan over medium low heat combine the chicken, cream of mushroom soup, cream of chicken soup, cream cheese, sour cream and 2/3 of the cracker crumbs. Mix well and cook until all blended together and cream cheese has melted.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Transfer casserole mixture into a lightly greased 9x13 inch baking dish and top with remaining cracker crumbs.', ""Bake at 350 degrees F (175 degrees C) for about 15 minutes or until crackers turn golden brown. Spoon into bowls and enjoy!'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1421132.jpg
31,84756,Chicken Foster,butter^brown sugar^skinless boneless chicken breast halves^salt and pepper to taste^all-purpose flour^small bananas sliced^fluid ounce) jiggers amaretto liqueur^coconut-flavored rum,"[""'directions': u'Prep"", '5 m', 'Cook', '10 m', 'Ready In', '15 m', ""Melt the butter in a large skillet over medium heat, and stir in the brown sugar. Season the chicken with salt and pepper, and toss with flour to coat. Add chicken and bananas to the skillet, and cook stirring occasionally until chicken is almost cooked through. Stir in the amaretto and rum, and heat through. Remove from the burner, and use a long match or lighter to flambe. Allow to burn until the alcohol cooks off and the flame goes out. Serve and enjoy!'""]",5.0,10.0,15.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1439987.jpg
32,254808,Beef Crack (Flanken-Style Short Ribs),beef short ribs^white sugar^steak seasoning^soy sauce^white vinegar^maple syrup^cayenne pepper^cayenne pepper^sesame oil^ground ginger^red pepper flakes,"[""'directions': u'Prep"", '10 m', 'Cook', '6 m', 'Ready In', '1 h 16 m', 'Season short ribs with sugar and steak seasoning; rub over both sides.', 'Whisk soy sauce, vinegar, maple syrup, 2 tablespoons plus 2 teaspoon cayenne pepper, sesame oil, ginger, and red pepper flakes together in a small bowl to make marinade.', 'Pour marinade into a large resealable plastic bag. Add short ribs. Seal and let marinate in the refrigerator, 1 to 4 hours.', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate.', ""Remove short ribs from marinade; discard marinade. Grill short ribs until well-browned, about 3 minutes per side.'""]",10.0,6.0,16.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/32922.jpg
33,213913,Cheesy Breakfast Potatoes,garlic-flavored oil^cubed potatoes^Canadian bacon^chopped red bell pepper^chopped chives^garlic^dried basil leaves^Sargento® Shredded Reduced Fat Mild Cheddar Cheese divided^Salt and pepper,"[""'directions': u'Prep"", '15 m', 'Cook', '13 m', 'Ready In', '28 m', 'Heat oil over medium heat in large skillet. Add potatoes; cook 10 minutes, or until potatoes are browned and tender, stirring frequently.', ""Stir in bacon, red pepper, chives, garlic and basil. Cook 3 minutes, until red pepper is crisp-tender, stirring frequently. Add 1 cup cheese; stir until melted. Season to taste with salt and pepper. Top with remaining cheese.'""]",15.0,13.0,28.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1127179.jpg
34,24785,Pita Parcels,oval pita breads^mayonnaise^corn relish^leaves lettuce chopped^frozen chicken nuggets,"[""'directions': u'Prep"", '10 m', 'Cook', '5 m', 'Ready In', '15 m', 'Preheat oven to Grill/Broil.', 'Carefully split open pita pockets. Place pitas on serving plates. Spread mayonnaise, then corn relish on inside of pitas. Fill each pocket with lettuce and set aside.', 'Grill/broil chicken nuggets in preheated oven for 2 to 3 minutes each side, or until cooked through and juices run clear.', ""Put chicken nuggets in pita pockets and serve hot.'""]",10.0,5.0,15.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/998263.jpg
35,38004,Pizza Burgers I,ground beef^pizza sauce^hamburger buns^shredded mozzarella cheese,"[""'directions': u'Prep"", '5 m', 'Cook', '15 m', 'Ready In', '20 m', ""Place ground beef in a large, deep skillet. Cook over medium high heat until evenly brown. Drain excess fat. Stir in pizza sauce, and heat through. Spoon onto buns and top with cheese. Microwave for 15 to 20 seconds, or until cheese is melted.'""]",5.0,15.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3274511.jpg
36,21452,Ham and Asparagus Fettuccine,dry fettuccini noodles^fresh asparagus trimmed and cut into 2 inch pieces^butter^heavy cream^grated Parmesan cheese^garlic powder^ground black pepper^cayenne pepper^cooked ham diced,"[""'directions': u'Prep"", '5 m', 'Cook', '15 m', 'Ready In', '20 m', 'Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente. Stir asparagus into pot in the last five minutes of cooking; drain.', 'While pasta is cooking, heat butter and cream in a medium saucepan over medium heat. When mixture begins to bubble, stir in Parmesan, garlic powder, pepper and cayenne. Continue cooking until mixture thickens, stirring occasionally. Stir in ham and heat through.', ""Toss pasta and asparagus with sauce and serve immediately.'""]",5.0,15.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/227717.jpg
37,245857,Pressure Cooker Barbeque Chicken,boneless skinless chicken thighs^ground paprika^salt and ground black pepper to taste^onion^chile sauce^water^vinegar,"['\'directions\': u""Prep', '5 m', 'Cook', '19 m', 'Ready In', '24 m', 'Heat pressure cooker over medium heat; cook chicken until browned, 2 to 3 minutes per side. Sprinkle paprika, salt, and pepper onto chicken.', 'Combine onion, chile sauce, water, and vinegar in a bowl; pour over chicken.', 'Cover pressure cooker with lid and cook according to manufacturer\'s instructions, about 15 minutes. Remove from heat and release pressure through natural release method; open pressure cooker carefully.""']",5.0,19.0,24.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1014047.jpg
